Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Table,"Shots per 
game"
Antoine Bernede,7.24,64,"Midfielder, Midfielder",2.0,170.0,0.0,0.0,0.0,1.5,0.0,6.5,1.5,1.0,0.0,0.5,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,2.0,1.0,0.5,85.0,93.5,0.0,1.5,0.0,MID,0.5562858827919068
Marquinhos,7.24,84,"D(CR), DMC",30.0,2695.0,1.0,2.0,1.0,2.3,0.0,2.2,1.5,1.0,0.4,2.7,0.7,0.4,0.0,3.0,0.4,0.2,0.3,0.0,0.3,0.2,0.3,75.3,91.9,0.0,4.1,0.1,MID,0.5562858827919068
"Allan Saint0,00Maximin",7.21,79,"AM(CLR), FW",34.0,2914.0,3.0,2.0,0.0,0.9,5.0,0.4,0.1,0.4,0.0,0.1,0.4,0.0,0.0,6.0,2.2,4.2,2.0,0.2,2.4,3.6,1.7,25.4,76.0,0.7,1.0,0.1,MID,0.5562858827919068
Florian Thauvin,7.19,84,"AM(CLR), FW",30.0,2625.0,8.0,5.0,1.0,0.6,5.0,1.3,0.2,0.9,0.0,0.1,0.6,0.0,0.0,16.0,3.1,1.8,1.5,0.2,1.8,2.8,1.4,33.5,76.9,1.0,1.3,0.2,MID,0.5562858827919068
Benjamin André,7.18,77,"D(R), M(CLR)",28.0,2502.0,1.0,7.0,1.0,4.9,1.0,3.4,1.8,2.0,0.1,1.6,1.7,0.2,0.0,3.0,0.9,0.7,1.6,0.2,1.3,1.8,0.7,49.4,79.2,0.0,1.7,0.0,MID,0.5562858827919068
"Max0,00Alain Gradel",7.14,78,"M(LR), FW",36.0,3240.0,5.0,6.0,0.0,1.3,3.0,1.6,0.5,2.0,0.0,0.7,1.3,0.3,0.0,11.0,3.3,2.4,2.6,0.5,2.8,3.8,1.5,31.2,74.2,0.8,0.8,0.1,MID,0.5562858827919068
Lucas Ocampos,7.14,77,"M(CLR), FW",31.0,2715.0,7.0,11.0,0.0,1.1,1.0,2.4,0.9,1.5,0.1,0.7,1.4,0.1,0.0,4.0,1.8,1.9,1.9,0.2,1.7,2.9,0.9,23.9,78.0,0.5,0.6,0.1,MID,0.5562858827919068
Ruben Aguilar,7.13,77,"D(R), M(R)",29.0,2531.0,4.0,8.0,0.0,1.0,2.0,3.0,1.3,1.3,0.1,1.6,1.0,0.1,0.0,1.0,0.4,1.2,1.4,0.0,0.9,1.6,1.5,42.6,83.5,1.1,1.9,0.0,MID,0.5562858827919068
Rémy Cabella,7.13,78,"M(CLR), FW",34.0,3000.0,4.0,4.0,1.0,0.5,4.0,2.6,0.6,1.0,0.0,0.1,1.7,0.0,0.0,8.0,2.4,1.6,2.0,0.1,2.1,1.9,1.7,58.1,86.5,0.5,1.8,0.1,MID,0.5562858827919068
Kenny Lala,7.11,77,"D(LR), M(R)",34.0,3060.0,9.0,4.0,0.0,0.8,3.0,2.3,0.8,1.0,0.2,1.5,0.7,0.3,0.0,5.0,0.7,1.1,1.1,0.0,1.4,2.0,1.8,48.1,80.5,1.4,5.1,0.1,MID,0.5562858827919068
Valentin Rongier,7.1,78,M(C),36.0,3228.0,5.0,3.0,0.0,1.0,2.0,2.4,0.9,1.2,0.0,0.4,1.1,0.2,0.0,4.0,2.0,1.0,0.8,0.1,1.1,1.8,2.4,53.2,82.7,1.1,3.3,0.0,MID,0.5562858827919068
Ferland Mendy,7.09,78,"D(L), M(L)",27.0,2529.0,1.0,2.0,0.0,1.6,0.0,1.5,1.1,0.9,0.1,1.4,0.1,0.2,0.0,2.0,0.8,1.8,1.5,0.0,1.2,1.2,1.3,54.7,84.5,0.5,3.0,0.0,MID,0.5562858827919068
Hiroki Sakai,7.09,78,"D(LR), M(R)",26.0,2373.0,4.0,3.0,0.0,3.1,1.0,2.1,1.4,1.2,0.3,2.4,0.9,0.4,0.0,1.0,0.2,0.4,0.9,0.0,0.6,0.9,1.0,43.2,81.6,0.3,1.3,0.0,MID,0.5562858827919068
Marco Verratti,7.07,86,"DMC, DMC",23.0,1887.0,2.0,7.0,0.0,0.2,1.0,2.8,0.7,1.3,0.0,0.3,1.7,0.0,0.0,0.0,0.1,1.3,2.2,0.0,1.4,0.8,1.1,79.5,90.9,0.0,2.6,0.5,MID,0.5562858827919068
Thomas Meunier,7.07,82,"D(R), M(R)",19.0,1615.0,3.0,2.0,0.0,1.5,1.0,2.0,0.8,1.0,0.0,1.0,0.6,0.1,1.0,3.0,0.9,0.4,0.2,0.2,0.5,0.6,0.9,37.5,84.5,0.5,1.2,0.0,MID,0.5562858827919068
Ibrahim Sangaré,7.06,74,DMC,27.0,2466.0,3.0,7.0,0.0,1.4,3.0,3.6,1.0,1.8,0.0,1.7,1.1,0.7,0.0,1.0,1.3,1.8,1.4,0.1,1.2,1.9,0.7,54.1,79.6,0.0,3.9,0.1,MID,0.5562858827919068
Houssem Aouar,7.05,80,M(CL),35.0,3069.0,7.0,2.0,0.0,0.5,3.0,1.7,0.9,0.8,0.0,0.5,1.2,0.2,0.0,7.0,1.9,1.6,1.4,0.3,1.8,1.6,1.2,55.6,86.7,0.1,2.3,0.1,MID,0.5562858827919068
Florent Mollet,7.05,76,AM(CL),31.0,2580.0,4.0,5.0,0.0,0.5,3.0,1.1,0.7,1.4,0.0,0.1,1.2,0.0,0.0,6.0,2.6,0.6,1.0,0.2,1.5,1.5,2.1,39.8,87.3,2.0,2.4,0.0,MID,0.5562858827919068
Gaetan Laborde,7.04,76,"AM(C), FW",35.0,2916.0,4.0,1.0,1.0,2.9,3.0,1.0,0.2,0.9,0.0,0.7,0.4,0.1,0.0,11.0,2.4,1.2,1.0,0.2,1.7,2.5,1.0,24.1,67.4,0.1,0.4,0.1,MID,0.5562858827919068
Renaud Ripart,7.03,70,"D(R), M(L), FW",34.0,3009.0,4.0,2.0,0.0,2.6,3.0,2.0,0.7,1.0,0.1,1.9,1.2,0.2,0.0,8.0,1.8,0.4,1.8,0.2,1.3,2.2,0.8,25.8,73.3,0.3,0.7,0.1,MID,0.5562858827919068
Dani Alves,7.02,82,"D(R), M(CR)",19.0,1625.0,7.0,4.0,0.0,0.6,0.0,1.8,0.3,1.9,0.1,0.3,1.1,0.2,1.0,1.0,1.2,0.7,1.0,0.2,1.0,1.0,1.4,63.1,85.6,0.7,2.2,0.3,MID,0.5562858827919068
Julian Draxler,7.02,83,"AM(CLR), AM(CLR)",22.0,2046.0,7.0,6.0,0.0,0.6,3.0,1.3,0.5,0.8,0.0,0.1,0.9,0.0,0.0,3.0,1.0,1.4,0.5,0.0,1.4,1.1,1.3,49.5,89.8,0.4,1.3,0.1,MID,0.5562858827919068
Jonathan Bamba,7.02,73,"AM(LR), FW",35.0,3011.0,3.0,4.0,0.0,0.7,3.0,0.8,1.1,0.7,0.0,0.2,0.7,0.0,0.0,13.0,1.8,0.9,1.7,0.1,2.2,2.1,1.1,30.1,79.6,0.3,0.9,0.2,MID,0.5562858827919068
Naïm Sliti,7.01,76,AM(CL),25.0,2290.0,4.0,2.0,0.0,0.3,2.0,1.6,0.3,0.9,0.0,0.3,0.9,0.0,0.0,3.0,1.8,2.4,2.0,0.3,1.8,2.5,2.1,22.6,76.8,1.3,1.1,0.1,MID,0.5562858827919068
Marcus Thuram,7,72,"AM(L), FW",32.0,2583.0,1.0,4.0,2.0,3.5,3.0,1.4,0.3,1.4,0.0,0.4,0.7,0.0,0.0,9.0,1.9,3.2,1.4,0.2,2.9,3.0,1.1,24.5,73.2,0.3,0.3,0.0,MID,0.5562858827919068
Ellyes Skhiri,7,77,DMC,35.0,3092.0,2.0,5.0,0.0,1.2,3.0,2.8,1.6,1.1,0.0,1.0,1.3,0.2,0.0,3.0,0.7,0.9,0.9,0.0,0.9,1.0,0.6,44.5,85.7,0.1,2.8,0.0,MID,0.5562858827919068
Tanguy Ndombele,6.99,80,DMC,31.0,2693.0,7.0,3.0,0.0,0.6,1.0,1.9,0.9,1.2,0.0,0.3,0.9,0.3,0.0,1.0,0.9,1.9,2.1,0.0,1.5,1.7,1.4,57.7,89.1,0.0,1.6,0.1,MID,0.5562858827919068
Ismaila Sarr,6.99,76,"AM(LR), FW",32.0,2795.0,6.0,6.0,0.0,0.7,3.0,1.0,0.4,1.0,0.0,0.1,0.5,0.1,0.0,8.0,1.5,1.8,2.8,0.3,1.9,2.6,1.1,19.8,76.5,0.3,0.3,0.0,MID,0.5562858827919068
Thilo Kehrer,6.98,77,"D(CR), M(R)",19.0,1896.0,2.0,4.0,0.0,1.9,1.0,2.4,1.1,1.0,0.3,2.3,0.9,0.7,0.0,1.0,0.5,0.1,0.7,0.0,0.3,0.3,0.2,49.5,92.7,0.1,1.4,0.0,MID,0.5562858827919068
Samuel Kalu,6.97,74,AM(R),14.0,1280.0,2.0,3.0,0.0,1.0,2.0,1.3,0.4,0.9,0.0,0.1,0.3,0.1,0.0,3.0,2.0,2.2,1.8,0.1,1.9,1.7,1.4,22.1,71.8,1.2,1.1,0.0,MID,0.5562858827919068
Frederic Guilbert,6.97,75,"D(CLR), M(R)",33.0,2917.0,2.0,9.0,1.0,2.4,2.0,2.9,2.3,1.7,0.3,3.1,1.2,0.6,0.0,1.0,0.3,0.9,1.1,0.0,0.7,1.3,0.7,31.6,74.2,0.4,1.9,0.0,MID,0.5562858827919068
Ole Selnaes,6.97,76,"DMC, DMC",19.0,1674.0,5.0,6.0,0.0,1.2,0.0,2.2,1.0,1.5,0.1,1.4,1.1,0.4,0.0,0.0,0.6,0.6,0.6,0.1,0.6,0.8,1.1,44.8,82.5,0.5,4.2,0.3,MID,0.5562858827919068
Sanjin Prcic,6.97,74,M(C),12.0,1046.0,1.0,1.0,0.0,0.8,0.0,1.5,1.4,0.8,0.0,0.5,0.8,0.6,0.0,2.0,1.2,0.9,0.3,0.0,0.5,0.7,1.5,54.2,87.5,1.1,7.4,0.1,MID,0.5562858827919068
Bouna Sarr,6.96,77,"D(R), M(CLR)",25.0,2244.0,1.0,3.0,1.0,1.2,3.0,2.3,1.3,1.3,0.1,1.7,0.6,0.1,0.0,1.0,0.7,1.9,1.1,0.1,1.0,1.4,1.0,37.4,85.2,0.8,1.1,0.0,MID,0.5562858827919068
Cheikh NDoye,6.96,69,M(C),26.0,2336.0,3.0,4.0,0.0,6.7,1.0,0.9,0.9,1.2,0.0,2.1,0.8,0.3,0.0,0.0,1.5,0.2,0.9,0.1,1.0,1.4,0.6,31.6,61.0,0.1,0.6,0.1,MID,0.5562858827919068
Jonas Martin,6.96,76,M(CL),23.0,2061.0,1.0,9.0,0.0,0.8,2.0,2.0,1.3,1.5,0.0,1.7,0.7,0.5,0.0,3.0,0.9,0.8,1.0,0.0,1.3,0.9,1.0,65.4,88.4,0.2,4.4,0.0,MID,0.5562858827919068
Gelson Martins,6.94,82,AM(R),16.0,1393.0,2.0,1.0,0.0,0.6,0.0,1.3,0.5,0.9,0.0,0.4,1.2,0.1,0.0,4.0,1.9,1.6,1.6,0.1,1.4,3.0,1.0,28.5,78.1,0.9,0.3,0.0,MID,0.5562858827919068
Youri Tielemans,6.94,78,M(C),20.0,1685.0,1.0,5.0,0.0,1.4,1.0,2.3,0.9,1.1,0.1,1.0,1.2,0.2,0.0,5.0,1.8,0.9,1.6,0.0,0.9,1.4,1.0,45.5,79.9,0.5,2.8,0.1,MID,0.5562858827919068
Kenny Tete,6.94,78,"D(R), M(R)",12.0,1050.0,3.0,1.0,0.0,1.4,1.0,2.3,1.4,1.5,0.5,2.0,0.5,0.4,0.0,0.0,0.6,0.1,0.9,0.1,0.5,1.4,1.5,48.7,84.0,1.2,1.8,0.0,MID,0.5562858827919068
Xavier Chavalerin,6.94,71,DMC,36.0,3240.0,2.0,8.0,0.0,0.3,1.0,2.9,2.0,1.3,0.0,0.9,1.2,0.3,0.0,2.0,0.6,0.6,0.3,0.0,0.5,0.8,1.3,39.0,80.5,0.8,2.9,0.0,MID,0.5562858827919068
Bertrand Traoré,6.93,78,"AM(R), FW",24.0,2125.0,2.0,5.0,0.0,0.7,3.0,1.1,0.4,0.6,0.0,0.4,0.4,0.1,0.0,7.0,1.9,1.5,1.3,0.5,1.1,1.9,0.7,29.3,82.5,0.2,0.9,0.1,MID,0.5562858827919068
"Jacques0,00Alaixys Romao",6.92,74,"D(C), M(C)",36.0,3165.0,3.0,8.0,1.0,1.8,2.0,3.2,1.6,2.5,0.0,1.8,1.6,0.4,0.0,0.0,0.4,0.7,2.3,0.0,0.7,1.1,0.3,39.7,79.1,0.1,2.4,0.1,MID,0.5562858827919068
Rony Lopes,6.91,80,AM(CLR),22.0,1857.0,2.0,1.0,0.0,0.3,3.0,1.4,0.3,0.7,0.0,0.3,0.5,0.0,0.0,2.0,2.1,1.2,1.2,0.2,1.0,2.0,2.0,21.8,74.2,1.9,0.3,0.1,MID,0.5562858827919068
Wylan Cyprien,6.91,77,AM(C),27.0,2364.0,2.0,1.0,1.0,0.4,0.0,1.4,0.4,0.8,0.0,0.5,1.0,0.2,0.0,4.0,1.8,0.7,1.7,0.0,0.8,1.0,2.1,64.7,87.5,1.2,4.3,0.1,MID,0.5562858827919068
Damien Le Tallec,6.91,72,"D(C), DMC",31.0,2812.0,0.0,3.0,0.0,2.3,1.0,2.6,1.6,1.5,0.0,1.3,1.6,0.2,0.0,3.0,0.9,0.1,0.7,0.0,0.4,0.6,0.6,34.4,79.1,0.0,2.1,0.0,MID,0.5562858827919068
Yann MVila,6.91,79,"M(C), M(C)",37.0,3263.0,1.0,5.0,1.0,1.4,0.0,1.9,2.0,0.5,0.0,2.1,1.2,0.3,0.0,0.0,0.4,0.3,0.9,0.0,0.5,0.5,0.7,61.8,86.2,0.1,6.5,0.1,MID,0.5562858827919068
Jordan Amavi,6.91,77,"D(L), M(L)",24.0,2178.0,2.0,7.0,2.0,2.6,0.0,2.6,1.6,1.6,0.3,2.8,0.8,0.3,0.0,0.0,0.9,0.8,1.2,0.0,0.9,1.3,0.9,34.5,79.5,0.8,1.3,0.0,MID,0.5562858827919068
Franck Tabanou,6.9,71,"D(L), M(L)",2.0,180.0,0.0,0.0,0.0,2.5,0.0,2.0,3.0,1.5,0.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,32.5,76.9,0.0,1.5,0.0,MID,0.5562858827919068
Abdul Rahman Baba,6.9,74,"D(L), M(L)",11.0,965.0,1.0,3.0,0.0,1.9,2.0,2.4,1.5,1.4,0.1,3.0,0.3,0.3,0.0,1.0,0.5,1.2,1.2,0.0,0.7,1.4,0.4,41.3,79.7,0.4,1.5,0.0,MID,0.5562858827919068
Faycal Fajr,6.89,78,M(CLR),36.0,3240.0,4.0,6.0,0.0,0.5,5.0,1.8,0.8,1.2,0.0,0.4,1.1,0.2,0.0,5.0,1.4,0.8,2.5,0.1,1.0,1.3,1.5,53.0,81.4,1.5,7.1,0.1,MID,0.5562858827919068
MBaye Niang,6.88,76,"AM(LR), FW",19.0,1794.0,4.0,5.0,0.0,1.8,1.0,0.6,0.3,1.5,0.0,0.4,0.3,0.1,0.0,11.0,2.2,0.6,1.6,0.4,1.2,2.3,0.4,13.5,72.6,0.1,0.6,0.0,MID,0.5562858827919068
Issiaga Sylla,6.88,71,"D(LR), M(L)",23.0,1995.0,0.0,5.0,0.0,2.4,1.0,2.3,1.6,1.5,0.3,2.7,1.0,0.4,0.0,2.0,0.7,0.7,0.6,0.1,0.8,1.4,0.7,37.5,77.9,0.4,1.5,0.0,MID,0.5562858827919068
Christopher Nkunku,6.88,76,"M(CLR), M(CLR)",13.0,1155.0,2.0,0.0,0.0,0.5,2.0,1.0,0.4,1.0,0.0,0.3,0.4,0.1,0.0,3.0,1.0,1.0,1.4,0.0,0.9,1.3,0.8,27.9,91.0,0.1,0.4,0.2,MID,0.5562858827919068
Adrien Silva,6.87,79,M(C),13.0,1183.0,0.0,6.0,0.0,1.4,0.0,3.3,1.1,1.5,0.1,1.5,2.1,0.1,0.0,0.0,0.6,1.0,1.1,0.0,1.0,1.0,0.4,48.7,83.2,0.2,3.6,0.0,MID,0.5562858827919068
Pierrick Capelle,6.87,75,"D(L), M(CLR)",21.0,1845.0,3.0,2.0,0.0,1.2,2.0,2.0,1.5,1.2,0.1,1.7,1.4,0.1,0.0,3.0,1.1,0.7,0.3,0.0,1.3,1.3,1.0,31.0,83.9,0.7,1.2,0.0,MID,0.5562858827919068
"Jeff Reine0,00Adélaïde",6.87,70,"AM(CR), FW",29.0,2566.0,3.0,2.0,0.0,0.5,2.0,1.1,0.5,0.9,0.0,0.1,0.7,0.0,0.0,3.0,1.1,2.7,1.9,0.1,2.1,2.1,1.0,31.2,84.1,0.0,0.9,0.1,MID,0.5562858827919068
Ramy Bensebaini,6.86,75,"D(CL), DMC",24.0,2154.0,0.0,9.0,0.0,2.2,0.0,2.8,1.6,1.3,0.1,3.3,0.7,0.4,1.0,1.0,0.7,0.5,1.3,0.0,0.4,1.2,0.4,41.2,77.9,0.3,2.0,0.0,MID,0.5562858827919068
Morgan Sanson,6.86,80,M(CLR),27.0,2406.0,3.0,9.0,0.0,0.7,0.0,2.1,1.3,1.6,0.0,0.2,1.7,0.0,0.0,5.0,1.1,1.0,1.5,0.0,1.5,1.7,0.7,39.1,82.9,0.4,3.0,0.1,MID,0.5562858827919068
"Pierre Lees0,00Melou",6.85,78,"AM(CLR), AM(CLR)",26.0,2393.0,1.0,5.0,1.0,0.6,1.0,2.5,1.2,1.4,0.0,1.1,1.2,0.3,0.0,2.0,1.3,0.5,1.1,0.0,0.8,1.1,1.0,47.0,85.7,0.5,2.7,0.0,MID,0.5562858827919068
Abdoulaye Touré,6.85,76,DMC,30.0,2750.0,1.0,4.0,1.0,1.5,1.0,1.4,1.4,0.8,0.0,0.8,1.1,0.3,0.0,3.0,1.6,1.2,1.4,0.0,1.2,1.3,0.7,39.8,80.4,0.2,1.6,0.1,MID,0.5562858827919068
Otávio,6.85,77,DMC,33.0,2880.0,2.0,4.0,0.0,0.7,0.0,3.8,1.3,1.7,0.0,1.5,1.8,0.3,0.0,0.0,0.6,0.5,0.7,0.0,0.9,0.9,0.3,58.0,89.1,0.0,2.6,0.0,MID,0.5562858827919068
Juan Bernat,6.84,76,"D(L), M(CL)",21.0,1838.0,2.0,6.0,1.0,0.6,0.0,1.9,0.8,1.3,0.1,1.2,1.0,0.2,0.0,1.0,0.2,0.7,0.8,0.2,0.9,1.2,0.8,41.6,90.8,0.4,0.6,0.0,MID,0.5562858827919068
Thomas Monconduit,6.84,76,DMC,32.0,2821.0,1.0,6.0,0.0,1.5,1.0,2.3,1.1,1.6,0.1,2.2,1.1,0.5,0.0,0.0,0.5,1.0,1.2,0.0,0.8,1.0,1.0,43.9,77.9,0.1,3.0,0.1,MID,0.5562858827919068
Enock Kwateng,6.83,68,"D(R), M(R)",22.0,2040.0,1.0,4.0,0.0,1.5,0.0,2.2,2.6,0.9,0.3,1.6,1.2,0.1,0.0,0.0,0.2,0.8,0.7,0.0,0.5,1.0,0.6,32.3,70.4,0.6,1.1,0.0,MID,0.5562858827919068
Clément Grenier,6.83,77,M(CL),29.0,2668.0,5.0,6.0,0.0,0.6,0.0,1.3,0.9,1.0,0.0,1.0,1.2,0.1,0.0,2.0,1.5,0.7,0.8,0.0,0.8,1.2,1.7,51.2,82.2,0.9,3.8,0.1,MID,0.5562858827919068
Andrei Girotto,6.83,71,DMC,18.0,1478.0,0.0,4.0,0.0,3.0,0.0,2.9,1.5,1.8,0.1,2.0,1.2,0.3,0.0,2.0,1.0,0.1,1.2,0.0,0.4,0.7,0.3,40.0,79.3,0.1,2.2,0.0,MID,0.5562858827919068
Ibrahima Sissoko,6.82,69,DMC,30.0,2669.0,2.0,9.0,0.0,1.9,1.0,1.9,1.1,2.3,0.0,1.2,1.0,0.1,0.0,3.0,0.9,1.0,0.8,0.0,1.2,1.7,0.7,38.4,80.5,0.2,2.1,0.0,MID,0.5562858827919068
Jonathan Ikoné,6.82,73,AM(CLR),34.0,2815.0,9.0,3.0,0.0,0.3,0.0,0.7,0.2,0.9,0.0,0.1,0.6,0.1,0.0,3.0,1.3,2.0,0.8,0.0,1.7,2.1,1.5,24.1,73.8,0.1,0.8,0.1,MID,0.5562858827919068
Júlio Tavares,6.82,75,"AM(LR), FW",31.0,2804.0,4.0,4.0,0.0,6.6,1.0,0.4,0.4,1.2,0.0,1.4,0.2,0.1,0.0,5.0,1.7,0.3,1.2,0.4,0.9,1.9,0.8,19.7,58.6,0.1,0.3,0.0,MID,0.5562858827919068
Youssef Aït Bennasser,6.82,75,DMC,12.0,1074.0,2.0,2.0,0.0,0.7,0.0,2.5,1.2,0.8,0.0,1.3,1.2,0.4,0.0,0.0,0.6,0.9,0.8,0.0,0.5,0.8,0.9,56.2,86.3,0.0,4.0,0.2,MID,0.5562858827919068
Dimitri Payet,6.81,84,M(CLR),23.0,1912.0,6.0,3.0,0.0,0.2,0.0,0.4,0.3,0.4,0.0,0.2,0.5,0.0,0.0,4.0,1.3,0.6,1.1,0.0,1.0,1.3,2.7,31.5,77.5,2.0,1.4,0.2,MID,0.5562858827919068
Nuno da Costa,6.8,72,"AM(R), FW",22.0,2055.0,5.0,3.0,0.0,1.6,1.0,1.1,0.4,1.2,0.0,0.1,0.8,0.0,0.0,8.0,1.4,1.0,1.2,0.3,1.7,2.4,0.6,14.1,69.1,0.1,0.4,0.1,MID,0.5562858827919068
Valère Germain,6.8,77,"AM(L), FW",23.0,2170.0,2.0,1.0,0.0,2.8,3.0,1.1,0.2,0.6,0.0,0.8,0.7,0.1,0.0,8.0,1.5,0.1,0.6,0.1,0.5,1.2,0.6,16.2,78.0,0.1,0.2,0.0,MID,0.5562858827919068
Boubacar Kamara,6.8,72,"D(CL), DMC",27.0,2411.0,0.0,6.0,0.0,2.1,2.0,2.2,1.5,0.8,0.5,2.9,0.5,0.4,0.0,1.0,0.4,0.4,1.0,0.0,0.2,0.3,0.2,44.7,86.4,0.1,3.0,0.1,MID,0.5562858827919068
Adrien Tameze,6.8,74,M(C),34.0,2951.0,3.0,7.0,0.0,1.0,0.0,2.0,1.5,1.2,0.0,1.5,1.4,0.3,0.0,0.0,0.5,1.1,1.0,0.0,0.9,1.2,0.7,50.3,89.1,0.0,2.5,0.1,MID,0.5562858827919068
Baptiste Santamaría,6.79,67,DMC,37.0,3248.0,0.0,2.0,0.0,1.0,0.0,3.1,1.6,1.3,0.1,1.4,1.4,0.1,0.0,1.0,0.6,0.8,1.3,0.0,0.9,1.1,0.3,39.2,81.0,0.0,3.2,0.0,MID,0.5562858827919068
Mathieu Cafaro,6.79,68,AM(CL),24.0,2103.0,3.0,5.0,0.0,0.4,2.0,1.7,0.6,1.0,0.0,0.2,1.3,0.0,0.0,7.0,2.1,0.7,0.9,0.1,0.9,1.6,1.1,17.8,68.8,1.2,1.1,0.0,MID,0.5562858827919068
Denis Bouanga,6.79,72,AM(LR),29.0,2640.0,2.0,5.0,0.0,0.8,2.0,1.5,0.6,1.2,0.0,0.3,1.4,0.1,0.0,8.0,2.5,1.4,0.8,0.1,1.5,2.9,0.9,16.8,69.7,0.4,0.5,0.0,MID,0.5562858827919068
Hamari Traoré,6.77,74,"D(R), M(R)",33.0,2973.0,2.0,7.0,0.0,1.1,0.0,1.8,1.3,1.5,0.1,2.2,1.0,0.3,0.0,0.0,0.9,0.8,0.8,0.1,0.4,1.2,1.0,43.6,82.5,0.5,2.1,0.1,MID,0.5562858827919068
Ambroise Oyongo,6.77,74,"D(LR), M(L)",25.0,2141.0,0.0,5.0,0.0,0.5,0.0,1.7,1.5,0.9,0.0,1.7,0.7,0.2,1.0,2.0,0.5,1.1,0.9,0.0,1.0,1.5,0.9,29.1,70.7,0.7,1.1,0.0,MID,0.5562858827919068
Youssef Aït Bennasser,6.77,75,"DMC, DMC",11.0,938.0,0.0,0.0,0.0,0.5,1.0,1.9,1.5,0.8,0.1,0.3,1.2,0.2,0.0,0.0,0.5,0.8,0.8,0.0,0.5,0.5,0.5,49.5,87.6,0.2,4.1,0.1,MID,0.5562858827919068
Fouad Chafik,6.77,73,"D(LR), M(R)",21.0,1854.0,2.0,2.0,0.0,0.8,0.0,2.1,1.2,0.7,0.2,3.0,0.6,0.1,0.0,0.0,0.4,0.8,0.9,0.0,0.6,0.9,0.8,33.7,74.7,0.4,1.9,0.0,MID,0.5562858827919068
Kevin Strootman,6.76,83,DMC,21.0,1941.0,5.0,7.0,0.0,1.5,0.0,2.7,0.9,1.3,0.0,0.9,1.1,0.2,0.0,1.0,0.6,0.4,0.3,0.1,0.6,0.6,0.9,40.8,82.3,0.2,1.6,0.0,MID,0.5562858827919068
Benjamin Henrichs,6.75,76,"D(LR), M(R)",21.0,1827.0,2.0,3.0,0.0,0.7,0.0,2.6,1.6,1.6,0.2,1.8,1.0,0.0,0.0,1.0,0.5,0.6,1.9,0.2,0.5,1.5,1.0,38.3,74.0,0.5,1.1,0.0,MID,0.5562858827919068
Anthony Gonçalves,6.75,71,M(CR),12.0,1061.0,2.0,3.0,0.0,0.8,2.0,1.2,0.6,1.7,0.0,0.9,0.8,0.1,0.0,5.0,0.8,0.4,0.3,0.1,0.4,1.3,0.8,22.2,75.5,0.6,0.8,0.0,MID,0.5562858827919068
Jason Denayer,6.75,76,"D(CR), DMC",31.0,2748.0,0.0,2.0,0.0,1.8,0.0,1.1,0.8,0.4,0.4,3.8,0.3,1.0,0.0,2.0,0.5,0.4,0.3,0.0,0.2,0.3,0.2,63.5,93.8,0.0,1.4,0.0,MID,0.5562858827919068
Jordan Ferri,6.74,74,M(C),21.0,1877.0,1.0,5.0,0.0,1.0,1.0,2.2,0.6,1.7,0.0,0.4,1.5,0.1,0.0,2.0,0.6,1.1,1.3,0.1,1.2,1.7,1.0,42.7,82.1,0.0,3.3,0.2,MID,0.5562858827919068
Lima,6.74,75,"D(L), M(L)",28.0,2495.0,4.0,6.0,0.0,1.3,1.0,1.6,0.9,1.5,0.2,1.7,1.1,0.1,0.0,0.0,0.7,0.7,1.0,0.2,1.0,1.8,1.6,39.8,73.3,1.7,2.1,0.0,MID,0.5562858827919068
Nicolas Benezet,6.74,74,AM(CLR),18.0,1667.0,1.0,1.0,0.0,0.8,3.0,1.3,0.8,0.9,0.0,0.1,0.6,0.0,0.0,3.0,1.1,1.4,1.7,0.3,2.2,2.6,1.7,29.8,74.9,1.3,0.8,0.0,MID,0.5562858827919068
Valentin Rosier,6.74,74,"D(LR), M(L)",16.0,1458.0,3.0,2.0,0.0,1.0,1.0,2.4,1.8,2.0,0.1,1.8,0.8,0.2,0.0,0.0,0.8,0.9,1.1,0.1,1.3,1.4,0.6,37.0,83.8,0.4,1.3,0.0,MID,0.5562858827919068
Remi Oudin,6.74,69,AM(R),32.0,2627.0,4.0,4.0,0.0,0.8,2.0,1.4,1.1,0.9,0.0,0.8,0.7,0.1,0.0,10.0,2.1,0.3,0.4,0.2,1.3,1.8,0.7,20.4,60.5,0.1,1.2,0.1,MID,0.5562858827919068
Aurelien Tchouameni,6.73,74,DMC,8.0,706.0,0.0,3.0,0.0,1.2,0.0,2.4,2.1,1.9,0.0,1.3,1.1,0.5,0.0,0.0,0.7,0.6,0.8,0.1,0.9,0.5,0.3,27.9,80.3,0.0,1.8,0.0,MID,0.5562858827919068
