Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Table,"Shots per 
game"
Christian Günter,6.59,75,"D(L), M(L)",32.0,2880.0,5.0,3.0,1.0,0.3,0.0,1.2,0.4,0.9,0.1,1.2,0.7,0.2,0.0,0.0,0.9,1.2,0.8,0.2,0.7,1.4,1.5,30.2,76.6,1.6,1.2,0.0,Data,0.5562858827919068
Jérôme Gondorf,6.57,75,M(CR),13.0,1296.0,2.0,3.0,0.0,0.8,0.0,1.3,0.8,1.2,0.1,0.8,0.6,0.2,0.0,2.0,0.9,0.2,1.0,0.1,0.7,0.9,0.8,18.4,72.9,0.5,1.0,0.0,Data,0.5562858827919068
Renato Steffen,6.57,75,M(LR),18.0,1507.0,1.0,4.0,0.0,0.7,0.0,0.8,0.5,0.6,0.0,0.4,0.3,0.1,0.0,5.0,0.9,0.6,0.9,0.1,0.5,1.4,0.5,16.7,76.0,0.3,1.0,0.0,Data,0.5562858827919068
Pablo De Blasis,6.53,75,"D(R), M(CLR)",1.0,90.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,60.7,1.0,1.0,0.0,Data,0.5562858827919068
Dennis Aogo,6.52,75,"D(L), M(CL)",13.0,1028.0,0.0,1.0,0.0,0.7,0.0,1.0,0.6,0.6,0.0,1.3,0.6,0.1,0.0,0.0,0.7,0.3,0.4,0.1,0.5,0.4,1.0,34.5,87.0,1.1,2.4,0.0,Data,0.5562858827919068
Franco Di Santo,6.5,75,"AM(CLR), FW",3.0,247.0,0.0,0.0,0.0,2.0,0.0,0.5,0.3,1.0,0.0,0.8,0.8,0.3,0.0,0.0,0.8,0.8,1.8,0.5,1.0,1.8,1.0,15.0,53.3,0.8,0.0,0.0,Data,0.5562858827919068
Mijat Gacinovic,6.47,75,M(CLR),16.0,1623.0,1.0,3.0,0.0,0.4,0.0,1.1,0.8,0.7,0.0,0.3,1.1,0.0,0.0,0.0,0.7,0.9,1.4,0.1,0.7,1.1,0.7,20.1,72.0,0.2,0.9,0.1,Data,0.5562858827919068
Stefan Ilsanker,6.44,75,"D(CR), DMC",10.0,928.0,0.0,5.0,1.0,1.9,0.0,1.4,0.9,1.1,0.5,2.3,0.5,0.1,0.0,0.0,0.2,0.1,0.5,0.0,0.1,0.4,0.2,24.1,78.6,0.0,2.1,0.0,Data,0.5562858827919068
Kevin Akpoguma,6.44,75,D(C),5.0,498.0,0.0,2.0,0.0,0.8,0.0,2.9,1.5,0.8,0.5,2.1,1.3,0.6,0.0,0.0,0.0,0.1,1.3,0.0,0.4,0.5,0.0,32.9,84.4,0.0,1.8,0.0,Data,0.5562858827919068
Matthias Ostrzolek,6.4,75,"D(L), DMC, M(L)",16.0,1466.0,0.0,2.0,0.0,0.6,0.0,1.8,1.4,0.7,0.1,2.1,0.7,0.3,0.0,0.0,0.3,0.2,1.4,0.0,0.5,0.9,0.4,34.4,75.1,0.4,2.6,0.0,Data,0.5562858827919068
Kevin Wimmer,6.38,75,D(C),17.0,1679.0,0.0,5.0,0.0,1.3,0.0,1.1,1.9,0.9,0.6,2.7,0.5,1.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.3,47.0,80.8,0.0,4.8,0.0,Data,0.5562858827919068
Florian Niederlechner,6.38,75,"AM(CR), FW",12.0,972.0,1.0,3.0,0.0,0.7,1.0,0.3,0.3,1.0,0.0,0.4,0.2,0.2,0.0,4.0,1.3,0.4,0.8,0.4,0.6,1.3,0.4,7.1,70.0,0.0,0.2,0.0,Data,0.5562858827919068
Renato Sanches,6.36,75,M(C),4.0,567.0,1.0,1.0,1.0,0.1,0.0,0.3,0.2,0.6,0.0,0.1,0.4,0.0,0.0,1.0,1.0,1.0,0.7,0.1,0.5,0.7,0.5,19.9,90.8,0.4,0.8,0.0,Data,0.5562858827919068
Julian Korb,6.35,75,"D(R), M(R)",11.0,1008.0,0.0,0.0,0.0,0.5,0.0,2.2,1.9,1.2,0.2,2.6,1.6,0.3,0.0,0.0,0.2,0.3,0.4,0.1,0.3,1.2,0.8,33.3,71.2,0.5,1.3,0.0,Data,0.5562858827919068
Jeffrey Bruma,6.26,75,D(C),7.0,623.0,0.0,4.0,0.0,2.2,0.0,1.3,0.4,1.0,0.2,3.8,0.7,0.2,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,35.2,79.8,0.0,4.0,0.0,Data,0.5562858827919068
Peter Pekarík,6.26,75,D(LR),2.0,216.0,0.0,0.0,0.0,1.3,0.0,0.7,0.3,0.0,0.0,1.7,0.7,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,35.3,74.5,0.7,2.3,0.0,Data,0.5562858827919068
Kevin Akpoguma,6.2,75,D(C),4.0,314.0,0.0,2.0,0.0,1.5,0.0,2.5,2.5,1.0,0.5,1.8,0.3,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,42.3,78.7,0.0,2.3,0.0,Data,0.5562858827919068
Erik Thommy,6.19,75,AM(CLR),6.0,793.0,1.0,2.0,1.0,0.4,0.0,0.3,0.7,0.4,0.0,0.1,0.3,0.1,0.0,1.0,1.3,0.4,0.9,0.3,0.9,1.3,0.9,14.1,79.4,0.6,0.5,0.1,Data,0.5562858827919068
Yoric Ravet,6.04,75,M(R),0.0,73.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.8,0.3,6.0,75.0,0.0,0.3,0.0,Data,0.5562858827919068
Guillermo Maripán,7.2,75,D(C),22.0,2009.0,2.0,5.0,0.0,4.2,2.0,2.0,1.7,0.7,0.9,5.7,0.5,0.8,0.0,2.0,0.7,0.1,0.4,0.0,0.0,0.2,0.1,30.8,75.3,0.0,3.7,0.0,Data,0.5562858827919068
Rubén Rochina,7.06,75,M(CLR),23.0,1815.0,5.0,9.0,2.0,0.9,2.0,1.9,0.8,1.8,0.0,0.6,2.1,0.0,0.0,4.0,1.7,2.4,2.0,0.0,2.1,1.9,1.1,34.9,72.8,0.7,3.4,0.3,Data,0.5562858827919068
Brais Méndez,6.99,75,AM(CR),27.0,2354.0,7.0,5.0,0.0,1.0,1.0,2.0,0.8,1.2,0.0,0.6,1.3,0.1,0.0,6.0,2.3,0.6,2.1,0.4,1.2,1.6,1.5,35.9,78.5,0.9,1.3,0.0,Data,0.5562858827919068
Unai Núñez,6.96,75,D(C),11.0,1063.0,0.0,4.0,0.0,3.6,1.0,1.3,2.3,1.3,0.6,4.8,0.3,1.0,0.0,0.0,1.0,0.2,0.2,0.0,0.1,0.2,0.3,44.7,87.3,0.0,3.8,0.0,Data,0.5562858827919068
Martín Mantovani,6.93,75,D(C),6.0,699.0,0.0,2.0,0.0,3.8,1.0,1.7,2.4,1.3,0.7,5.2,0.6,0.3,1.0,2.0,0.6,0.0,1.8,0.0,0.3,0.3,0.0,25.1,79.6,0.0,1.2,0.0,Data,0.5562858827919068
Guido Carrillo,6.91,75,FW,23.0,1995.0,1.0,5.0,0.0,6.6,4.0,0.8,0.3,1.3,0.0,0.8,0.4,0.0,0.0,6.0,1.8,0.3,0.9,0.3,0.7,1.2,0.7,20.0,63.7,0.0,0.3,0.0,Data,0.5562858827919068
Naldo,6.9,75,D(C),16.0,1366.0,1.0,3.0,0.0,2.4,0.0,1.1,1.6,0.8,0.8,6.9,0.3,0.8,0.0,1.0,0.4,0.1,0.3,0.1,0.1,0.6,0.1,37.5,81.3,0.0,2.9,0.0,Data,0.5562858827919068
Mikel Merino,6.88,75,M(C),24.0,2061.0,3.0,8.0,1.0,2.9,2.0,1.7,1.0,2.4,0.0,1.2,1.3,0.1,0.0,3.0,0.8,1.0,1.3,0.0,1.6,1.5,0.4,37.6,79.6,0.2,1.9,0.1,Data,0.5562858827919068
Ximo Navarro,6.88,75,D(CR),28.0,2533.0,2.0,7.0,0.0,1.6,1.0,1.8,1.5,0.6,0.5,4.2,0.4,0.4,0.0,2.0,0.4,0.5,1.2,0.0,0.5,0.8,0.3,26.5,79.1,0.5,2.0,0.0,Data,0.5562858827919068
Pedro Alcalá,6.88,75,D(C),20.0,1869.0,1.0,9.0,0.0,3.5,1.0,1.3,1.4,0.8,0.6,4.8,0.3,0.7,0.0,1.0,0.6,0.2,0.5,0.1,0.2,0.3,0.2,34.5,79.4,0.0,2.6,0.0,Data,0.5562858827919068
Íñigo Martínez,6.85,75,D(C),33.0,2903.0,0.0,12.0,0.0,2.9,0.0,1.6,2.1,1.2,0.5,4.3,0.4,0.4,0.0,0.0,0.8,0.1,1.7,0.0,0.2,0.4,0.2,43.6,78.0,0.1,5.3,0.0,Data,0.5562858827919068
Javi López,6.83,75,"D(R), DMC",21.0,1949.0,0.0,3.0,1.0,1.5,1.0,2.7,1.7,1.4,0.3,3.3,1.4,0.2,0.0,0.0,0.3,0.8,1.5,0.0,0.7,0.9,0.7,37.0,78.1,0.4,1.3,0.0,Data,0.5562858827919068
Joseba Zaldua,6.8,75,D(R),25.0,2142.0,2.0,7.0,0.0,1.8,0.0,1.4,1.5,1.3,0.0,2.5,0.7,0.1,0.0,1.0,0.2,0.8,2.5,0.0,0.4,1.2,0.5,34.6,77.4,0.8,1.5,0.0,Data,0.5562858827919068
Sergi Guardiola,6.79,75,FW,17.0,1516.0,1.0,0.0,0.0,2.6,0.0,1.1,0.3,2.2,0.0,1.0,0.6,0.0,0.0,3.0,2.7,1.1,1.8,0.8,1.9,2.7,0.5,20.4,65.6,0.1,0.9,0.1,Data,0.5562858827919068
Jason,6.76,75,M(R),26.0,2333.0,5.0,10.0,0.0,1.1,0.0,1.5,1.5,0.9,0.1,0.8,1.7,0.1,0.0,2.0,1.1,1.0,1.7,0.1,1.1,1.5,1.0,21.7,69.1,0.4,1.0,0.1,Data,0.5562858827919068
Unai Bustinza,6.74,75,D(CR),24.0,2029.0,1.0,9.0,1.0,2.3,1.0,1.6,2.1,1.2,0.5,4.2,0.6,0.5,0.0,0.0,0.2,0.1,1.2,0.0,0.3,0.4,0.4,34.6,71.4,0.2,3.4,0.0,Data,0.5562858827919068
Néstor Araújo,6.73,75,D(C),30.0,2682.0,0.0,1.0,1.0,2.2,1.0,1.3,1.1,0.5,0.6,4.6,0.1,0.7,0.0,3.0,0.4,0.1,0.1,0.0,0.1,0.2,0.1,46.6,86.0,0.1,2.5,0.0,Data,0.5562858827919068
Alejandro Gálvez,6.73,75,"D(C), M(C)",17.0,1418.0,0.0,6.0,0.0,2.1,0.0,2.2,2.6,1.3,1.1,4.1,0.8,0.1,0.0,1.0,0.4,0.1,0.8,0.1,0.2,0.2,0.2,40.5,81.1,0.0,2.8,0.1,Data,0.5562858827919068
Alfonso Pedraza,6.72,75,"D(L), M(L)",22.0,2089.0,3.0,3.0,0.0,0.8,2.0,1.7,0.9,1.2,0.1,1.3,1.2,0.2,0.0,3.0,1.1,0.9,0.4,0.2,0.4,1.4,0.7,20.9,75.8,0.5,0.5,0.1,Data,0.5562858827919068
Iñigo Córdoba,6.67,75,AM(L),15.0,1324.0,5.0,4.0,0.0,1.0,0.0,1.6,0.7,0.8,0.0,0.3,1.4,0.0,0.0,0.0,1.0,1.4,0.9,0.1,1.3,2.0,0.8,17.7,70.0,0.3,0.3,0.0,Data,0.5562858827919068
Juan Hernández,6.66,75,FW,25.0,2155.0,3.0,6.0,0.0,1.7,0.0,0.6,0.3,1.0,0.0,0.5,0.4,0.1,0.0,4.0,2.4,1.1,1.2,0.4,1.4,2.0,0.9,16.0,70.0,0.4,0.8,0.1,Data,0.5562858827919068
Rubén Pérez,6.66,75,M(C),27.0,2473.0,0.0,7.0,1.0,1.6,0.0,2.3,1.3,1.1,0.0,1.0,1.5,0.3,0.0,0.0,0.4,0.4,1.3,0.0,0.2,0.5,0.5,43.5,80.2,0.0,4.4,0.0,Data,0.5562858827919068
Chema Rodríguez,6.64,75,D(C),13.0,1254.0,0.0,7.0,0.0,1.7,0.0,1.4,1.0,1.0,0.4,4.3,0.3,0.6,0.0,2.0,0.3,0.1,0.3,0.0,0.1,0.2,0.2,19.5,73.9,0.0,1.9,0.0,Data,0.5562858827919068
Facundo Roncaglia,6.64,75,D(CLR),7.0,603.0,0.0,3.0,1.0,2.3,0.0,1.9,1.4,0.9,0.1,3.0,0.3,0.3,0.0,0.0,0.4,0.1,0.9,0.0,0.3,0.3,0.0,39.9,80.3,0.1,2.1,0.0,Data,0.5562858827919068
Rubén Pardo,6.63,75,M(C),16.0,1374.0,2.0,3.0,0.0,0.4,0.0,0.5,0.9,0.5,0.0,0.3,0.5,0.3,0.0,1.0,0.9,0.3,0.4,0.0,0.5,0.4,1.6,33.5,82.9,1.3,2.2,0.1,Data,0.5562858827919068
Francis,6.63,75,"D(R), M(LR)",22.0,1790.0,1.0,1.0,0.0,0.4,0.0,2.3,1.0,0.4,0.2,1.5,0.8,0.0,0.0,0.0,0.5,0.7,1.8,0.0,0.9,1.0,0.6,35.6,81.5,0.4,0.8,0.0,Data,0.5562858827919068
Maxime Gonalons,6.6,75,"D(C), M(C)",5.0,537.0,0.0,0.0,0.0,1.9,0.0,0.8,0.5,1.7,0.1,1.0,1.4,0.4,0.0,0.0,0.2,0.8,0.6,0.0,0.5,0.5,0.4,33.3,82.6,0.0,3.1,0.0,Data,0.5562858827919068
Facundo Roncaglia,6.59,75,D(CLR),12.0,1071.0,0.0,0.0,0.0,1.6,0.0,2.8,1.7,1.3,0.4,3.5,0.6,0.4,0.0,0.0,0.1,0.2,0.7,0.0,0.8,0.7,0.2,43.9,84.1,0.0,1.2,0.0,Data,0.5562858827919068
Sergio Álvarez,6.57,75,"D(C), M(C)",12.0,1065.0,0.0,1.0,0.0,1.9,0.0,1.8,0.9,1.0,0.6,2.2,0.5,0.2,0.0,0.0,0.1,0.1,0.3,0.1,0.3,0.1,0.1,26.2,79.3,0.0,1.8,0.0,Data,0.5562858827919068
Martín Aguirregabiria,6.56,75,D(R),23.0,2034.0,0.0,5.0,0.0,0.7,0.0,1.7,1.0,0.9,0.3,2.3,0.7,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.7,0.3,26.7,68.9,0.3,1.3,0.0,Data,0.5562858827919068
Ibrahim Amadou,6.53,75,"D(C), DMC",7.0,758.0,0.0,2.0,0.0,1.5,1.0,1.6,0.6,0.7,0.2,1.4,0.4,0.2,0.0,0.0,0.5,0.3,0.6,0.1,0.5,0.4,0.2,20.7,85.8,0.0,1.2,0.0,Data,0.5562858827919068
Álvaro Medrán,6.53,75,M(C),12.0,1148.0,0.0,6.0,1.0,0.5,1.0,0.7,0.8,1.2,0.0,0.4,0.7,0.0,0.0,3.0,1.1,1.0,0.9,0.1,0.8,0.9,1.4,34.6,83.1,0.7,2.6,0.0,Data,0.5562858827919068
Keko,6.53,75,M(R),20.0,1545.0,1.0,3.0,0.0,0.4,0.0,1.6,0.5,1.2,0.0,0.3,1.2,0.0,0.0,2.0,0.8,1.2,0.8,0.5,0.8,1.4,0.5,16.0,71.9,1.0,0.5,0.0,Data,0.5562858827919068
Íñigo Lekue,6.51,75,"D(LR), M(LR)",2.0,210.0,0.0,1.0,0.0,1.3,0.0,1.3,1.0,0.3,0.0,2.5,1.3,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,1.0,0.5,21.3,82.4,0.3,2.0,0.0,Data,0.5562858827919068
Borja Mayoral,6.5,75,FW,16.0,1614.0,2.0,1.0,0.0,0.8,0.0,0.3,0.2,0.6,0.0,0.2,0.4,0.0,0.0,3.0,0.8,0.8,1.1,0.6,1.7,1.4,0.7,13.3,80.6,0.1,0.4,0.1,Data,0.5562858827919068
Mubarak Wakaso,6.49,75,M(CLR),18.0,1668.0,1.0,9.0,0.0,0.6,0.0,1.6,0.6,1.1,0.0,0.6,0.8,0.3,0.0,1.0,1.1,0.7,1.1,0.0,0.6,0.8,0.3,21.9,77.3,0.2,2.1,0.0,Data,0.5562858827919068
Júnior Alonso,6.49,75,D(CL),6.0,535.0,0.0,2.0,0.0,2.1,0.0,1.4,0.6,0.7,0.0,2.2,0.6,0.3,0.0,0.0,0.4,0.1,0.2,0.1,0.3,0.7,0.6,30.0,75.9,0.1,1.8,0.0,Data,0.5562858827919068
Marko Rog,6.48,75,DMC,4.0,355.0,0.0,5.0,0.0,1.1,0.0,1.2,0.8,1.4,0.0,0.1,0.4,0.0,0.0,0.0,0.2,1.1,1.1,0.0,0.4,0.5,0.4,20.6,86.4,0.0,0.2,0.0,Data,0.5562858827919068
Francisco Portillo,6.47,75,M(CLR),19.0,1992.0,4.0,3.0,1.0,0.2,0.0,0.8,0.5,0.9,0.0,0.1,0.6,0.0,0.0,1.0,0.3,1.2,1.1,0.1,1.5,1.4,0.7,23.4,76.5,0.2,0.9,0.2,Data,0.5562858827919068
Gonzalo Melero,6.45,75,AM(C),14.0,1347.0,1.0,3.0,0.0,1.2,0.0,1.2,0.1,1.5,0.0,1.0,1.7,0.2,0.0,2.0,1.0,0.6,0.8,0.0,0.5,0.9,1.0,32.5,86.2,0.0,1.4,0.0,Data,0.5562858827919068
Pablo De Blasis,6.45,75,"D(R), M(CLR)",16.0,1517.0,0.0,3.0,1.0,1.1,1.0,1.3,0.5,0.8,0.2,0.8,0.8,0.0,0.0,2.0,0.5,0.3,0.5,0.0,0.7,1.3,0.9,26.7,70.4,0.7,1.3,0.0,Data,0.5562858827919068
Mikel Rico,6.45,75,M(C),3.0,243.0,0.0,0.0,0.0,1.8,0.0,1.3,0.5,1.3,0.0,0.8,1.3,0.5,0.0,0.0,0.8,0.0,0.8,0.0,1.5,1.3,0.3,23.5,79.8,0.3,1.0,0.0,Data,0.5562858827919068
Sergio Postigo,6.44,75,D(C),17.0,1451.0,1.0,4.0,1.0,1.0,0.0,1.2,1.0,0.6,0.7,3.7,0.2,0.6,0.0,1.0,0.3,0.0,0.2,0.0,0.1,0.3,0.2,23.5,77.7,0.0,2.1,0.0,Data,0.5562858827919068
Emerson,6.41,75,D(R),4.0,318.0,0.0,1.0,0.0,0.5,0.0,1.5,1.2,0.8,0.2,1.5,1.2,0.0,0.0,0.0,0.5,0.0,2.3,0.0,0.2,1.3,0.7,24.3,81.5,0.2,0.7,0.0,Data,0.5562858827919068
Sebastián Cristóforo,6.4,75,M(C),4.0,443.0,2.0,3.0,0.0,0.6,1.0,1.0,0.5,0.9,0.0,0.3,0.6,0.0,0.0,0.0,0.1,0.2,1.1,0.0,0.5,0.3,0.5,9.5,77.6,0.1,0.8,0.0,Data,0.5562858827919068
Daniele Bonera,6.38,75,D(CR),4.0,233.0,0.0,1.0,0.0,0.2,0.0,0.4,0.8,0.4,0.2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.6,90.3,0.0,1.8,0.0,Data,0.5562858827919068
Pere Milla,6.35,75,M(L),5.0,344.0,0.0,0.0,0.0,2.0,0.0,1.4,0.4,1.4,0.0,0.2,1.0,0.2,0.0,0.0,0.8,0.6,1.0,0.4,2.0,2.6,0.6,22.8,57.0,0.8,0.2,0.0,Data,0.5562858827919068
Sandro Ramírez,6.33,75,"AM(LR), FW",10.0,1051.0,0.0,4.0,0.0,0.4,0.0,0.8,0.4,0.8,0.0,0.1,0.3,0.0,0.0,0.0,1.8,0.5,1.0,0.4,0.5,1.5,0.8,14.3,78.1,0.5,0.3,0.0,Data,0.5562858827919068
Unai López,6.33,75,M(CR),3.0,326.0,0.0,1.0,0.0,0.3,0.0,1.0,0.1,0.1,0.0,0.1,1.4,0.4,0.0,0.0,0.6,0.7,0.6,0.1,0.3,0.9,0.3,34.6,88.8,0.3,2.6,0.0,Data,0.5562858827919068
Borja Bastón,6.31,75,FW,18.0,1449.0,1.0,4.0,0.0,1.8,0.0,0.6,0.1,1.5,0.0,0.4,0.9,0.2,0.0,5.0,1.2,0.2,0.5,0.4,0.7,1.4,0.3,11.6,61.8,0.1,0.1,0.0,Data,0.5562858827919068
Mikel Balenziaga,6.28,75,D(L),6.0,520.0,0.0,0.0,0.0,0.5,0.0,0.9,0.2,0.9,0.1,1.5,0.3,0.2,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.2,0.3,16.1,74.0,0.2,0.4,0.0,Data,0.5562858827919068
Mathias Jensen,6.28,75,M(C),3.0,235.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.5,0.0,0.2,1.2,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.8,0.8,0.2,13.0,78.2,0.0,0.3,0.0,Data,0.5562858827919068
Jozabed Sánchez,6.27,75,M(C),14.0,1159.0,0.0,1.0,0.0,0.3,0.0,1.0,0.5,0.5,0.0,0.6,0.8,0.1,0.0,0.0,0.6,0.3,0.6,0.1,0.3,0.7,0.4,35.2,84.9,0.0,3.5,0.0,Data,0.5562858827919068
Burgui,6.23,75,AM(LR),5.0,548.0,0.0,1.0,0.0,0.4,0.0,0.4,0.0,0.6,0.0,0.0,0.1,0.0,0.0,1.0,0.5,0.4,1.3,0.2,0.2,0.6,0.8,12.3,79.7,0.2,0.8,0.0,Data,0.5562858827919068
Sabin Merino,6.11,75,"AM(L), FW",2.0,289.0,0.0,0.0,0.0,1.3,0.0,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.2,0.3,1.2,0.2,7.3,76.1,0.0,0.2,0.0,Data,0.5562858827919068
Franco Di Santo,5.91,75,"AM(CLR), FW",1.0,170.0,0.0,1.0,1.0,1.3,0.0,0.3,0.0,0.8,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.7,0.3,0.0,0.7,0.0,6.0,63.9,0.0,0.2,0.0,Data,0.5562858827919068
Flavien Tait,7.3,75,AM(CLR),34.0,2995.0,7.0,2.0,0.0,0.3,4.0,1.6,0.8,0.9,0.0,0.3,1.0,0.1,0.0,5.0,2.4,2.3,1.9,0.1,1.9,2.8,2.1,36.4,78.8,1.4,1.4,0.2,Data,0.5562858827919068
Ghislain Konan,7.02,75,D(L),20.0,1800.0,1.0,0.0,0.0,1.2,0.0,2.3,2.0,0.8,0.3,2.3,0.8,0.2,0.0,0.0,0.1,1.3,1.5,0.2,0.8,1.8,0.9,34.6,77.5,0.8,1.6,0.0,Data,0.5562858827919068
Frederic Guilbert,6.97,75,"D(CLR), M(R)",33.0,2917.0,2.0,9.0,1.0,2.4,2.0,2.9,2.3,1.7,0.3,3.1,1.2,0.6,0.0,1.0,0.3,0.9,1.1,0.0,0.7,1.3,0.7,31.6,74.2,0.4,1.9,0.0,Data,0.5562858827919068
Pierrick Capelle,6.87,75,"D(L), M(CLR)",21.0,1845.0,3.0,2.0,0.0,1.2,2.0,2.0,1.5,1.2,0.1,1.7,1.4,0.1,0.0,3.0,1.1,0.7,0.3,0.0,1.3,1.3,1.0,31.0,83.9,0.7,1.2,0.0,Data,0.5562858827919068
Ramy Bensebaini,6.86,75,"D(CL), DMC",24.0,2154.0,0.0,9.0,0.0,2.2,0.0,2.8,1.6,1.3,0.1,3.3,0.7,0.4,1.0,1.0,0.7,0.5,1.3,0.0,0.4,1.2,0.4,41.2,77.9,0.3,2.0,0.0,Data,0.5562858827919068
Malang Sarr,6.85,75,D(CL),34.0,2995.0,1.0,1.0,0.0,1.6,0.0,1.7,1.9,0.9,0.4,2.7,0.7,0.3,1.0,1.0,0.3,0.3,0.9,0.0,0.3,0.7,0.2,59.5,89.8,0.1,3.9,0.0,Data,0.5562858827919068
Björn Engels,6.83,75,D(C),33.0,2970.0,1.0,4.0,0.0,3.1,0.0,0.3,1.3,0.6,0.4,5.4,0.3,0.7,1.0,1.0,0.3,0.2,0.5,0.1,0.1,0.3,0.3,39.7,83.8,0.0,3.8,0.0,Data,0.5562858827919068
Júlio Tavares,6.82,75,"AM(LR), FW",31.0,2804.0,4.0,4.0,0.0,6.6,1.0,0.4,0.4,1.2,0.0,1.4,0.2,0.1,0.0,5.0,1.7,0.3,1.2,0.4,0.9,1.9,0.8,19.7,58.6,0.1,0.3,0.0,Data,0.5562858827919068
Youssef Aït Bennasser,6.82,75,DMC,12.0,1074.0,2.0,2.0,0.0,0.7,0.0,2.5,1.2,0.8,0.0,1.3,1.2,0.4,0.0,0.0,0.6,0.9,0.8,0.0,0.5,0.8,0.9,56.2,86.3,0.0,4.0,0.2,Data,0.5562858827919068
Daniel Congré,6.8,75,D(CLR),37.0,3293.0,2.0,5.0,1.0,2.2,1.0,2.0,1.8,1.0,0.2,2.7,0.8,0.4,0.0,2.0,0.4,0.1,0.8,0.0,0.2,0.5,0.2,41.3,81.9,0.0,3.4,0.0,Data,0.5562858827919068
Mexer,6.78,75,D(C),29.0,2472.0,0.0,3.0,0.0,2.1,0.0,0.8,1.0,0.3,0.4,4.3,0.2,0.6,0.0,0.0,0.2,0.4,0.3,0.0,0.1,0.2,0.1,43.7,89.0,0.0,3.4,0.0,Data,0.5562858827919068
Youssef Aït Bennasser,6.77,75,"DMC, DMC",11.0,938.0,0.0,0.0,0.0,0.5,1.0,1.9,1.5,0.8,0.1,0.3,1.2,0.2,0.0,0.0,0.5,0.8,0.8,0.0,0.5,0.5,0.5,49.5,87.6,0.2,4.1,0.1,Data,0.5562858827919068
Lima,6.74,75,"D(L), M(L)",28.0,2495.0,4.0,6.0,0.0,1.3,1.0,1.6,0.9,1.5,0.2,1.7,1.1,0.1,0.0,0.0,0.7,0.7,1.0,0.2,1.0,1.8,1.6,39.8,73.3,1.7,2.1,0.0,Data,0.5562858827919068
Timothée Kolodziejczak,6.73,75,"D(CL), D(CL)",35.0,3184.0,3.0,7.0,0.0,1.3,0.0,0.9,1.5,0.9,0.3,3.1,0.7,0.3,0.0,3.0,0.5,0.3,0.3,0.0,0.1,0.6,0.4,50.0,82.0,0.3,3.3,0.0,Data,0.5562858827919068
Maxwel Cornet,6.71,75,"AM(LR), FW",12.0,1276.0,5.0,2.0,0.0,0.7,2.0,0.5,0.2,0.3,0.0,0.3,0.4,0.0,0.0,7.0,1.7,0.9,0.7,0.3,1.0,1.4,0.9,15.3,77.3,0.3,0.1,0.0,Data,0.5562858827919068
Maxime Lopez,6.71,75,M(C),25.0,2188.0,3.0,4.0,0.0,0.2,0.0,1.5,0.6,1.0,0.0,0.2,1.1,0.1,0.0,1.0,0.4,0.4,0.4,0.0,0.4,0.6,1.5,69.3,91.3,0.8,2.0,0.0,Data,0.5562858827919068
Adrien Thomasson,6.7,75,M(CLR),28.0,2490.0,8.0,4.0,1.0,0.5,0.0,1.6,0.5,0.7,0.0,0.2,1.3,0.1,0.0,5.0,1.6,0.6,1.2,0.2,1.3,2.0,1.2,32.7,78.1,0.6,1.2,0.0,Data,0.5562858827919068
Dimitri Lienard,6.7,75,M(CL),15.0,1292.0,2.0,1.0,0.0,0.3,0.0,1.5,0.8,0.2,0.0,0.8,1.1,0.1,0.0,0.0,1.0,0.7,0.7,0.1,0.6,1.1,0.6,32.5,83.8,1.0,2.7,0.0,Data,0.5562858827919068
Ludovic Blas,6.69,75,M(CLR),27.0,2379.0,6.0,5.0,0.0,1.3,1.0,1.8,0.7,1.1,0.0,0.2,0.7,0.2,0.0,1.0,1.2,1.7,1.0,0.1,1.8,1.7,0.6,26.6,77.2,0.1,1.9,0.1,Data,0.5562858827919068
