Name,Rating,Fifa Ability Overall,Position,Apps,Aerials Won per game,Man of the match,Tackles,Clearances per game,Passes per game,Pass success percentage,Unnamed: 32,Avg Minutes Played
Erik Durm,6.33,75,"D(LR), M(LR)",21.0,0.8,0.0,1.3,1.3,27.7,69.0,,97.80952380952381
"Timothy Fosu0,00Mensah",6.33,74,"D(CR), D(CR)",10.0,0.6,0.0,1.5,2.1,33.8,81.5,,79.5
Çaglar Söyüncü,6.32,75,D(C),4.0,2.7,0.0,0.8,3.7,36.7,83.6,,93.0
Carl Jenkinson,6.31,69,D(R),2.0,0.3,0.0,1.0,0.7,25.0,77.3,,83.5
Gaëtan Bong,6.31,74,D(L),19.0,1.1,0.0,0.7,2.0,27.4,74.3,,95.0
Tim Ream,6.3,73,"D(CL), DMC",25.0,1.8,0.0,0.9,3.0,40.5,87.9,,82.04
Nathaniel Clyne,6.29,79,"D(LR), M(R)",1.0,0.3,0.0,1.0,0.3,14.8,83.1,,108.0
Håvard Nordtveit,6.29,76,"D(CR), DMC",4.0,0.8,0.0,1.8,2.8,45.0,83.1,,90.25
Leighton Baines,6.29,77,"D(L), M(L)",5.0,0.3,0.0,1.3,1.2,31.8,82.2,,75.2
Stephan Lichtsteiner,6.27,79,"D(R), M(R)",10.0,1.6,0.0,1.1,1.6,34.3,78.5,,94.1
Robbie Brady,6.25,77,"D(L), M(CLR)",6.0,0.7,0.0,0.9,0.9,13.9,62.3,,119.66666666666667
Tommy Smith,6.24,73,D(CR),13.0,0.9,0.0,1.7,1.7,32.5,74.8,,87.84615384615384
Marc Navarro,6.15,74,D(R),1.0,0.0,0.0,2.0,1.0,11.5,82.6,,85.0
Marcos Rojo,6.15,79,D(CL),2.0,0.6,0.0,1.0,1.8,24.8,72.6,,105.5
Miguel Britos,6.12,74,D(CL),2.0,1.7,0.0,1.3,3.3,19.7,79.7,,92.5
Demeaco Duhaney,6.11,61,Defender,1.0,0.0,0.0,1.0,1.0,19.0,78.9,,46.0
Jazz Richards,6.04,69,"D(LR), M(R)",0.0,0.0,0.0,0.0,1.3,6.5,69.2,,
Carlos Sánchez,6.01,77,"D(C), M(C)",2.0,0.1,0.0,0.6,0.7,20.4,88.8,,120.0
Armando Izzo,7.24,76,D(C),37.0,3.2,6.0,2.1,3.8,49.5,77.8,,88.48648648648648
João Cancelo,7.2,82,"D(LR), M(R)",22.0,0.9,2.0,1.7,1.3,50.3,86.2,,89.4090909090909
Cristian Ansaldi,7.19,78,"D(CLR), DMC, M(LR)",23.0,0.2,2.0,2.1,0.9,24.2,73.3,,78.95652173913044
Domenico Criscito,7.15,80,"D(CL), M(L)",35.0,1.3,3.0,3.1,3.7,41.4,75.7,,87.74285714285715
Alex Sandro,7.15,86,"D(L), M(L)",28.0,1.8,3.0,2.2,1.9,51.0,84.6,,85.42857142857143
Medhi Benatia,7.13,86,D(C),5.0,3.0,0.0,1.4,3.4,63.4,90.5,,90.0
Aleksandar Kolarov,7.12,82,"D(CL), M(L)",32.0,1.2,5.0,1.2,2.1,48.7,80.6,,90.8125
Robin Gosens,7.11,72,"D(L), M(CL)",23.0,1.5,2.0,2.3,1.7,34.9,78.9,,84.65217391304348
Merih Demiral,7.11,60,D(C),14.0,3.9,1.0,1.7,5.6,50.4,87.0,,90.0
Lucas Leiva,7.11,83,"D(C), M(C)",22.0,1.6,2.0,3.4,1.4,51.0,87.9,,90.36363636363636
Kevin Malcuit,7.11,76,"D(R), M(R)",20.0,0.8,1.0,1.8,2.3,41.2,85.9,,90.3
Sime Vrsaljko,7.08,81,"D(LR), M(R)",8.0,1.2,0.0,2.0,2.1,49.6,85.9,,90.75
Federico Fazio,7.07,82,D(C),31.0,3.4,2.0,0.8,4.9,41.4,85.1,,90.48387096774194
Germán Pezzella,7.06,71,D(C),32.0,3.8,1.0,1.8,4.8,50.9,85.9,,89.125
Kalidou Koulibaly,7.06,87,D(C),35.0,2.2,2.0,1.7,3.9,71.9,88.7,,89.54285714285714
Lyanco,7.03,71,D(C),13.0,2.2,0.0,2.2,4.3,40.7,80.3,,86.3076923076923
Dalbert,6.99,76,"D(L), M(L)",9.0,2.2,1.0,3.0,1.2,37.5,79.9,,86.44444444444444
Giorgio Chiellini,6.98,89,D(C),22.0,2.1,0.0,1.0,3.7,53.4,84.9,,90.45454545454545
Emre Can,6.98,80,"D(CLR), DMC",20.0,1.3,1.0,2.2,1.0,34.7,87.1,,90.35
Iván Marcano,6.96,82,D(CL),9.0,2.8,0.0,0.8,4.1,52.1,87.1,,90.11111111111111
Francesco Acerbi,6.95,83,D(C),37.0,2.6,2.0,1.1,4.4,48.0,87.0,,89.45945945945945
Timothy Castagne,6.95,71,"D(R), M(LR)",21.0,0.9,2.0,2.2,1.6,36.3,83.7,,95.38095238095238
Nikola Milenkovic,6.94,74,D(CR),34.0,3.2,2.0,1.7,4.0,48.5,79.9,,88.52941176470588
Nicolas Nkoulou,6.94,80,D(C),36.0,2.3,2.0,1.3,4.7,39.2,89.8,,89.30555555555556
Kwadwo Asamoah,6.93,79,"D(L), M(CL)",30.0,0.7,2.0,1.4,1.2,60.5,89.0,,89.06666666666666
Samir,6.93,73,D(CL),21.0,2.9,0.0,2.2,3.9,33.9,81.6,,85.71428571428571
Nicola Murru,6.93,72,D(L),34.0,1.2,1.0,2.4,2.1,46.1,78.4,,86.38235294117646
Cristiano Biraghi,6.92,76,"D(L), M(L)",36.0,1.1,1.0,1.4,2.5,37.3,75.9,,88.77777777777777
Hans Hateboer,6.91,75,"D(R), M(R)",33.0,1.9,1.0,1.3,1.1,45.1,84.5,,90.0909090909091
Cédric Soares,6.9,77,"D(R), M(R)",3.0,1.0,0.0,2.0,0.5,39.0,80.1,,86.33333333333333
Faouzi Ghoulam,6.9,81,D(L),12.0,2.0,0.0,0.6,0.8,49.6,89.3,,96.08333333333333
Milan Skriniar,6.89,85,D(C),35.0,2.0,0.0,1.8,3.8,68.6,92.6,,90.0
Danilo DAmbrosio,6.89,75,"D(CLR), M(LR)",29.0,0.9,2.0,2.3,1.0,54.5,84.6,,89.0
Alessandro Florenzi,6.89,82,"D(R), M(CLR)",24.0,0.6,0.0,1.3,1.8,39.5,78.2,,91.04166666666667
Kostas Manolas,6.89,85,D(C),27.0,2.5,0.0,1.2,4.3,38.4,87.9,,86.22222222222223
Mattia De Sciglio,6.89,78,"D(LR), M(LR)",19.0,1.4,0.0,1.8,2.0,45.9,82.8,,91.6842105263158
Ola Aina,6.88,71,"D(LR), M(LR)",22.0,1.4,2.0,1.8,1.2,29.2,78.2,,98.18181818181819
Koffi Djidji,6.87,74,D(CL),16.0,1.4,1.0,2.2,3.6,34.8,82.9,,86.75
Nikola Maksimovic,6.87,78,"D(CR), M(R)",15.0,1.6,0.0,1.2,3.1,50.4,92.9,,91.66666666666667
Vitor Hugo,6.87,76,D(C),27.0,2.5,1.0,2.1,4.5,43.2,87.0,,91.44444444444444
Ali Adnan,6.87,72,"D(L), M(L)",2.0,2.0,0.0,0.3,2.0,28.3,70.6,,83.0
Gianluca Mancini,6.86,71,D(C),25.0,2.4,0.0,1.4,2.3,44.0,82.8,,90.08
Riccardo Gagliolo,6.86,70,D(CL),34.0,1.3,1.0,2.0,5.7,35.3,76.1,,89.58823529411765
Alessio Romagnoli,6.86,82,D(CL),32.0,2.3,1.0,1.1,5.2,55.2,91.2,,89.03125
Juan Cuadrado,6.85,84,"D(R), M(CLR), FW",14.0,0.5,2.0,1.1,0.6,41.2,88.1,,87.42857142857143
Berat Djimsiti,6.85,67,D(C),20.0,2.1,0.0,1.3,3.9,43.1,90.8,,90.25
Lorenzo Tonelli,6.85,77,D(C),17.0,2.2,1.0,1.6,4.7,62.4,88.7,,97.23529411764706
Stefan de Vrij,6.85,84,D(C),28.0,1.9,0.0,0.9,3.4,59.6,91.6,,90.0
Ricardo Rodríguez,6.84,80,"D(CL), M(L)",35.0,1.2,0.0,1.6,2.1,52.4,87.1,,87.2
José Luis Palomino,6.84,76,D(C),25.0,2.0,0.0,1.6,2.5,43.3,88.3,,90.48
Rômulo,6.84,76,"D(R), M(CR)",9.0,0.5,0.0,1.0,0.7,32.2,88.2,,86.44444444444444
Joachim Andersen,6.84,74,D(C),32.0,2.3,0.0,1.3,4.5,63.4,88.8,,90.0
Davide Calabria,6.84,78,"D(LR), M(R)",22.0,0.5,0.0,3.0,2.2,47.4,83.1,,88.81818181818181
Daniele Rugani,6.84,82,D(C),15.0,2.7,0.0,0.5,3.4,51.5,90.0,,90.0
Thiago Cionek,6.83,72,D(CR),29.0,2.0,1.0,2.5,4.2,47.6,80.9,,87.86206896551724
Fabrizio Cacciatore,6.82,73,D(LR),7.0,0.6,0.0,1.3,2.1,44.3,80.6,,83.42857142857143
Danilo,6.82,75,D(C),35.0,2.9,0.0,1.1,5.1,41.9,77.2,,88.02857142857142
Luiz Felipe,6.81,74,D(C),15.0,1.4,1.0,1.6,3.2,40.0,84.3,,86.13333333333334
Cristian Romero,6.81,64,D(C),27.0,2.3,1.0,2.3,4.4,30.1,81.0,,86.62962962962963
Raúl Albiol,6.81,84,D(C),19.0,2.4,0.0,0.8,4.5,56.4,89.4,,90.10526315789474
Rafael Tolói,6.81,78,D(C),20.0,1.3,0.0,1.3,2.6,56.1,85.1,,87.4
Mohamed Fares,6.81,69,"D(L), M(L)",32.0,1.2,3.0,1.8,1.7,32.1,78.4,,92.09375
Leonardo Bonucci,6.8,86,D(C),27.0,1.7,0.0,0.6,2.8,55.7,86.6,,91.51851851851852
Daniele De Rossi,6.8,83,"D(C), M(C)",15.0,0.5,0.0,0.9,1.8,51.4,87.5,,84.86666666666666
Pol Lirola,6.78,74,"D(R), M(R)",32.0,0.5,0.0,1.0,2.3,39.5,78.8,,93.0
Kevin Bonifazi,6.78,71,D(C),26.0,1.6,2.0,1.5,2.6,44.7,87.6,,88.57692307692308
Mattia Bani,6.76,67,D(C),29.0,3.1,2.0,2.2,5.4,41.2,81.0,,90.06896551724138
Giovanni Di Lorenzo,6.75,72,"D(R), M(R)",37.0,1.0,2.0,1.8,1.8,48.0,80.1,,90.0
Rômulo,6.74,76,"D(R), M(CR)",17.0,0.2,0.0,1.5,0.9,30.1,79.3,,79.88235294117646
Omar Colley,6.74,76,D(C),21.0,2.4,0.0,0.9,4.9,52.6,88.0,,84.04761904761905
Federico Peluso,6.74,72,"D(CL), M(L)",14.0,1.9,1.0,1.4,4.0,50.6,84.7,,96.85714285714286
Marvin Zeegelaar,6.73,75,"D(L), M(L)",10.0,1.4,0.0,2.5,2.7,24.3,86.3,,95.5
Mateo Musacchio,6.73,80,D(C),29.0,1.0,0.0,1.4,3.8,60.0,90.0,,90.0
Francesco Vicari,6.72,73,D(C),26.0,1.8,1.0,1.0,4.9,36.1,88.3,,89.96153846153847
Darijo Srna,6.72,80,D(R),24.0,1.3,0.0,0.9,2.0,47.0,81.2,,87.08333333333333
Elseid Hysaj,6.72,81,D(LR),24.0,1.1,0.0,1.5,1.6,57.8,86.0,,87.875
Gian Marco Ferrari,6.72,75,D(C),31.0,2.0,1.0,1.3,2.9,60.6,86.7,,90.0
Bruno Alves,6.72,71,D(C),33.0,3.2,2.0,0.5,6.3,36.8,78.9,,88.60606060606061
Federico Dimarco,6.72,64,D(L),10.0,0.4,0.0,1.7,1.3,24.8,76.5,,89.4
Stefan Radu,6.72,80,D(CL),28.0,1.3,0.0,1.5,2.8,44.2,85.6,,80.5
Ibrahima Mbaye,6.72,73,"D(LR), M(LR)",22.0,1.6,0.0,2.1,2.4,32.4,78.5,,91.31818181818181
Davide Biraschi,6.7,71,D(CR),32.0,1.8,3.0,1.7,2.9,32.4,68.2,,88.875
Lorenzo De Silvestri,6.7,75,"D(R), M(R)",30.0,2.4,0.0,0.5,2.0,26.8,68.0,,80.9
Bartosz Bereszynski,6.69,74,D(R),24.0,0.6,0.0,1.7,1.7,48.8,83.9,,91.625
Mário Rui,6.69,79,D(L),17.0,0.2,1.0,1.2,1.5,54.2,84.5,,83.47058823529412
"William Troost0,00Ekong",6.68,73,"D(C), D(C)",35.0,2.9,0.0,0.9,5.5,32.3,81.5,,87.62857142857143
Jacopo Sala,6.67,72,"D(R), M(CR)",16.0,0.5,0.0,1.9,1.7,47.3,85.3,,94.8125
Alex Ferrari,6.67,70,D(CR),6.0,2.2,1.0,1.7,4.2,52.2,88.2,,90.0
Sebastien De Maio,6.67,77,D(C),13.0,2.4,0.0,0.7,5.6,25.4,77.4,,90.3076923076923
Bram Nuytinck,6.67,74,D(C),24.0,1.4,1.0,1.9,4.4,32.6,81.7,,88.66666666666667
Federico Ceccherini,6.66,72,D(C),11.0,2.1,0.0,0.9,2.5,38.5,85.6,,90.36363636363636
Bartosz Salamon,6.65,71,D(C),19.0,2.3,1.0,0.9,7.1,38.6,82.1,,90.73684210526316
Francisco Sierralta,6.65,63,Defender,2.0,2.7,1.0,1.8,4.3,15.0,67.8,,133.0
Júnior Tavares,6.65,65,"D(L), M(L)",2.0,0.7,0.0,0.7,0.3,60.7,92.9,,92.0
Arturo Calabresi,6.64,71,D(CR),16.0,0.9,0.0,2.5,3.3,33.7,79.9,,88.375
Marlon Santos,6.64,73,D(C),18.0,1.2,1.0,1.6,2.0,57.7,93.6,,83.94444444444444
Luca Ceppitelli,6.63,72,D(C),24.0,2.5,0.0,1.7,4.5,50.2,82.9,,85.58333333333333
Emiliano Moretti,6.63,75,D(CL),22.0,1.6,0.0,1.3,2.4,44.0,85.6,,91.36363636363636
Lorenzo Ariaudo,6.62,72,D(C),19.0,2.7,0.0,1.1,5.4,33.4,83.0,,88.63157894736842
Edoardo Goldaniga,6.62,74,D(C),29.0,2.3,1.0,1.5,3.9,34.4,75.3,,90.0
Ignazio Abate,6.62,77,"D(R), M(R)",15.0,0.7,0.0,1.8,2.2,42.4,83.7,,87.06666666666666
Nicolò Brighenti,6.61,71,D(C),11.0,1.6,1.0,2.5,3.2,47.2,77.8,,90.0
Rogerio,6.61,79,"D(L), M(L)",29.0,0.8,1.0,1.7,2.6,40.6,82.5,,92.06896551724138
Paolo Faragò,6.61,71,"D(R), DMC, M(R)",17.0,1.9,0.0,1.7,1.3,28.2,76.5,,99.82352941176471
Charalampos Lykogiannis,6.61,66,"D(L), M(L)",9.0,1.2,0.0,1.3,2.3,26.6,68.3,,92.11111111111111
Wallace,6.61,77,D(C),14.0,1.7,0.0,1.1,3.3,45.1,84.7,,88.14285714285714
Alex Berenguer,6.6,76,"D(LR), M(CL)",15.0,0.5,0.0,1.0,0.3,19.3,77.1,,98.6
Andrea Masiello,6.6,79,D(CR),22.0,1.4,1.0,1.2,1.9,52.3,87.6,,83.72727272727273
Jacob Rasmussen,6.6,67,"D(C), DMC",10.0,2.6,0.0,1.3,3.6,45.6,88.3,,101.7
Hidde ter Avest,6.6,69,"D(R), M(R)",12.0,0.7,0.0,2.0,1.7,29.3,73.2,,81.75
Giancarlo González,6.59,77,D(C),8.0,2.5,0.0,1.1,3.4,27.4,76.6,,92.75
Felipe,6.59,75,D(CL),27.0,1.7,0.0,1.2,2.8,41.0,86.7,,87.55555555555556
Marco Capuano,6.58,71,D(CL),27.0,2.3,1.0,2.0,3.7,43.1,83.6,,85.66666666666667
Matías Silvestre,6.58,75,D(C),34.0,2.7,0.0,0.9,4.7,44.0,84.4,,90.0
Davide Santon,6.57,76,D(LR),11.0,0.5,0.0,0.8,0.9,33.0,87.3,,91.36363636363636
Mitchell Dijks,6.57,71,"D(L), M(L)",23.0,1.8,0.0,1.2,1.6,27.2,76.2,,88.1304347826087
Luca Rossettini,6.57,76,D(CR),20.0,1.9,0.0,1.2,5.4,38.2,85.2,,91.1
Luka Krajnc,6.57,71,D(C),9.0,2.8,0.0,1.1,4.6,41.4,81.2,,87.77777777777777
Andrea Conti,6.56,75,"D(R), M(R)",4.0,0.8,0.0,0.8,0.8,24.2,83.4,,123.75
Filip Helander,6.56,75,D(C),19.0,2.6,0.0,2.1,3.7,37.9,79.5,,90.10526315789474
Simone Iacoponi,6.56,68,D(CR),38.0,1.5,0.0,1.6,3.6,30.1,72.8,,88.15789473684211
Vlad Chiriches,6.56,78,D(CR),3.0,1.3,0.0,0.7,0.3,43.7,93.9,,49.666666666666664
Fabio Pisacane,6.55,72,D(CLR),24.0,1.8,0.0,1.2,3.9,42.0,83.9,,94.41666666666667
Ervin Zukanovic,6.55,75,D(CL),22.0,2.1,0.0,1.1,3.7,39.6,85.0,,89.0909090909091
Miranda,6.55,85,D(C),14.0,1.6,0.0,0.8,3.2,58.8,89.6,,82.92857142857143
Koray Günter,6.54,70,D(C),8.0,1.9,0.0,1.3,2.4,25.1,83.5,,104.125
Jens Stryger Larsen,6.54,73,"D(CLR), M(R)",36.0,0.8,0.0,1.2,2.3,39.4,79.6,,89.88888888888889
Alessandro Bastoni,6.54,67,D(C),18.0,1.6,2.0,1.0,3.7,26.1,81.5,,93.66666666666667
Juan Jesus,6.53,77,D(CL),15.0,1.2,0.0,1.9,1.9,41.1,92.0,,93.33333333333333
Filippo Romagna,6.52,72,D(C),16.0,1.9,0.0,0.8,3.7,37.5,88.4,,92.0625
Vincent Laurini,6.52,74,D(R),10.0,1.4,0.0,0.9,1.8,29.7,79.8,,92.1
Pawel Jaroszynski,6.52,65,"D(L), M(L)",15.0,1.2,0.0,1.5,1.9,33.1,72.0,,90.0
Federico Barba,6.52,73,D(CL),29.0,1.8,0.0,1.0,4.0,37.3,80.6,,85.82758620689656
Arkadiusz Reca,6.52,63,Defender,0.0,0.3,0.0,0.7,0.0,8.7,76.9,,
Ragnar Klavan,6.52,77,D(C),15.0,2.4,0.0,0.6,4.5,41.7,80.6,,82.2
Bostjan Cesar,6.52,73,D(C),11.0,2.2,0.0,1.2,4.2,28.7,84.1,,97.9090909090909
Sebastien De Maio,6.52,77,D(C),6.0,1.5,0.0,0.8,5.0,37.8,83.3,,82.16666666666667
Johan Djourou,6.51,73,D(C),3.0,1.6,0.0,0.6,3.8,22.6,90.3,,93.0
Luca Pellegrini,6.51,78,D(L),11.0,0.8,0.0,2.3,1.5,28.8,67.8,,85.54545454545455
Giangiacomo Magnani,6.5,66,D(C),17.0,1.5,0.0,0.6,5.2,47.4,86.3,,89.11764705882354
Cristian Molinaro,6.5,72,"D(L), M(L)",13.0,1.4,0.0,1.1,2.6,31.3,70.5,,89.3076923076923
Sebastiano Luperto,6.49,70,D(C),6.0,1.7,0.0,0.7,2.4,37.6,90.2,,120.83333333333333
Bastos,6.49,78,D(C),11.0,1.0,0.0,1.2,2.3,30.6,86.0,,103.36363636363636
Fabrizio Cacciatore,6.49,73,D(LR),5.0,1.4,0.0,1.1,2.0,29.0,77.8,,99.4
Molla Wagué,6.49,73,D(C),1.0,1.5,0.0,0.5,2.5,24.5,87.8,,94.0
Leonardo Spinazzola,6.49,77,"D(L), M(L)",6.0,1.1,0.0,0.9,0.4,30.0,83.0,,99.66666666666667
Fabio Depaoli,6.48,66,"D(R), DMC, M(R)",27.0,1.0,0.0,2.2,2.1,26.0,73.2,,91.4074074074074
Bremer,6.47,71,D(C),2.0,1.8,0.0,0.6,1.6,20.8,84.6,,91.0
Luca Antonelli,6.46,76,"D(L), M(CL)",10.0,0.8,0.0,1.0,1.7,24.8,71.5,,76.1
Claud Adjapong,6.45,71,"D(R), M(LR)",3.0,0.4,0.0,0.8,0.8,14.2,74.6,,90.33333333333333
Patric,6.45,72,"D(CR), M(R)",12.0,0.8,0.0,1.3,1.5,43.3,83.2,,90.41666666666667
Domenico Maietta,6.44,72,D(C),21.0,1.5,0.0,1.6,3.6,45.8,84.9,,81.85714285714286
Rick Karsdorp,6.44,75,D(R),7.0,0.4,0.0,0.8,1.0,28.7,79.1,,85.0
Ezequiel Schelotto,6.43,73,"D(R), M(LR)",2.0,1.3,0.0,0.8,1.8,18.0,65.3,,71.5
Simone Padoin,6.41,71,"D(LR), M(CLR)",22.0,0.5,0.0,1.1,1.6,27.3,82.1,,87.0
Nicholas Opoku,6.41,66,D(C),9.0,1.5,0.0,1.3,2.4,31.5,86.0,,101.11111111111111
Bryan Dabo,6.4,74,"D(R), M(CR)",6.0,1.2,0.0,0.4,0.8,17.0,80.3,,137.0
Pedro Pereira,6.36,69,"D(R), M(R)",15.0,0.7,0.0,0.8,1.8,18.2,75.5,,91.93333333333334
Manuel Pasqual,6.36,74,"D(L), M(L)",13.0,0.2,0.0,1.2,1.1,34.0,73.1,,103.0
Diego Laxalt,6.35,78,"D(L), M(CL)",6.0,0.3,0.0,1.3,0.6,16.0,77.8,,106.66666666666667
Nenad Tomovic,6.34,75,D(CLR),9.0,1.7,0.0,0.9,3.0,32.4,82.4,,82.0
Marcello Gazzola,6.32,73,"D(R), M(R)",9.0,1.2,0.0,0.5,1.2,14.3,64.9,,101.66666666666667
Lyanco,6.32,71,D(C),1.0,0.5,0.0,0.5,2.5,12.5,80.0,,90.0
Nicolas Frey,6.31,69,D(CLR),3.0,0.6,0.0,0.6,3.4,20.0,78.0,,75.66666666666667
Giuseppe Pezzella,6.31,71,"D(L), M(L)",2.0,0.0,0.0,1.3,1.5,11.8,63.8,,92.0
Lorenco Simic,6.31,67,D(C),2.0,1.4,0.0,0.8,2.1,18.5,81.8,,117.0
Andrea Barzagli,6.3,67,D(CR),4.0,1.1,0.0,0.1,1.4,27.7,90.7,,65.25
Martín Cáceres,6.3,78,"D(CLR), M(R)",7.0,1.6,0.0,0.8,1.3,50.3,92.5,,89.57142857142857
Nicolás Spolli,6.29,75,D(C),7.0,1.3,0.0,1.0,5.6,25.6,87.7,,77.14285714285714
Frederic Veseli,6.29,70,D(CLR),28.0,0.4,0.0,1.1,2.9,38.7,86.4,,90.60714285714286
Francesco Zampano,6.28,70,"D(R), M(R)",24.0,0.6,0.0,1.3,1.3,25.2,73.7,,87.66666666666667
Luca Pellegrini,6.26,78,D(L),2.0,0.8,0.0,0.3,0.3,26.5,81.1,,81.5
Marco Andreolli,6.23,74,D(C),7.0,2.9,0.0,1.3,4.1,31.1,77.9,,92.28571428571429
Jordan Lukaku,6.22,77,"D(L), M(L)",1.0,0.3,0.0,0.6,0.1,12.3,82.6,,170.0
Massimo Gobbi,6.2,71,"D(L), M(L)",13.0,0.5,0.0,0.9,2.5,28.7,75.2,,91.07692307692308
Joel Untersee,6.19,65,Defender,1.0,0.0,0.0,1.0,1.7,17.0,82.4,,125.0
Andrea Ranocchia,6.18,76,D(C),0.0,1.5,0.0,0.5,0.8,7.5,53.3,,
Vasco Regini,6.18,72,D(CL),1.0,0.8,0.0,0.3,1.0,10.5,73.8,,81.0
Riza Durmisi,6.17,76,"D(L), M(L)",2.0,0.1,0.0,0.4,0.6,12.5,77.6,,159.5
Daniele Dessena,6.13,70,"D(R), M(C)",3.0,0.8,0.0,0.2,0.3,15.7,75.7,,116.0
Lorenzo Dickmann,6.12,69,Defender,2.0,0.5,0.0,0.8,0.5,7.7,71.7,,87.0
Marco Andreolli,6.07,74,D(C),1.0,2.0,0.0,0.3,1.7,24.0,90.3,,104.0
Ben Wilmot,6.07,59,Defender,2.0,0.2,0.0,0.0,2.2,20.8,79.8,,99.0
Martín Cáceres,5.99,78,"D(CLR), M(R)",3.0,0.8,0.0,1.0,2.3,35.5,88.0,,102.0
Nehuén Paz,5.98,70,D(CL),1.0,0.0,0.0,1.0,1.0,23.0,73.9,,113.0
Mauricio Lemos,5.91,75,D(C),3.0,0.7,0.0,0.7,3.0,21.0,92.1,,60.666666666666664
Giuseppe Pezzella,5.83,71,"D(L), M(L)",1.0,0.0,0.0,0.4,0.6,6.8,76.5,,110.0
manipulation,string,string,string,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,0.01868131868131868,0.6692307692307692,0.00989010989010989,0.01098901098901099,0.0,0.0,0.3,
,,,,,17.0,609.0,9.0,10.0,0.0,0.0,,
